Model,Accuracy,Precision,Recall,F1
LogReg_cbow,0.5723705633344187,0.578516313963694,0.5723705633344187,0.5624883848992256
LogReg_tfidf,0.5731846304135461,0.5831268694746009,0.5731846304135461,0.5610366992485745
